source	target	depth
self-fulfilling prophecy	eschatology	4
self-fulfilling prophecy	expectation (epistemic)	4
self-fulfilling prophecy	fake it till you make it	4
self-fulfilling prophecy	mind over matter	4
self-fulfilling prophecy	moore's law	4
self-fulfilling prophecy	nineteen eighty-four	4
self-fulfilling prophecy	nominative determinism	4
self-fulfilling prophecy	reflexivity (social theory)	4
self-fulfilling prophecy	subject-expectancy effect	4
self-fulfilling prophecy	selection bias	4
self-fulfilling prophecy	self-defeating prophecy	4
self-fulfilling prophecy	self-licking ice cream cone	4
self-fulfilling prophecy	self-validating reduction	4
reflexivity (sociology)	campbell's law	4
reflexivity (sociology)	double hermeneutic	4
reflexivity (sociology)	goodhart's law	4
reflexivity (sociology)	hawthorne effect	4
reflexivity (sociology)	observer effect (physics)	4
reflexivity (sociology)	observer-expectancy effect	4
reflexivity (sociology)	performativity	4
reflexivity (sociology)	virtuous circle and vicious circle	4
positive feedback	reinforcement	4
positive feedback	operant conditioning	4
positive feedback	performance appraisal	4
positive feedback	systems dynamics	4
endogeneity (econometrics)	virtuous circle and vicious circle	4
endogeneity (econometrics)	heterogeneity	4
endogeneity (econometrics)	dependent and independent variables	4
closed timelike curve	causal structure	4
closed timelike curve	causality conditions	4
closed timelike curve	quantum mechanics of time travel	4
closed timelike curve	roman ring	4
closed timelike curve	time crystal	4
closed timelike curve	timelike	4
chain reaction	cascading failure	4
chain reaction	multiple-vehicle collision	4
chain reaction	rube goldberg machine	4
cycle of violence	abuse	4
cycle of violence	child abuse	4
cycle of violence	cumulative extremism	4
cycle of violence	domestic violence	4
cycle of violence	effects of domestic violence on children	4
cycle of violence	feud	4
cycle of violence	hatfield–mccoy feud	4
cycle of violence	generation zero	4
cycle of violence	intergenerationality	4
cycle of violence	political midlife crisis	4
cycle of violence	political stagnation	4
cycle of violence	state collapse	4
cycle of violence	violence begets violence	4
cycle of poverty	collateral consequences of criminal conviction	4
cycle of poverty	culture of poverty	4
cycle of poverty	deprivation index	4
cycle of poverty	diseases of poverty	4
cycle of poverty	economic inequality	4
cycle of poverty	feminization of poverty	4
cycle of poverty	glass ceiling	4
cycle of poverty	horatio alger myth	4
cycle of poverty	make poverty history	4
cycle of poverty	poverty	4
cycle of poverty	poverty reduction	4
cycle of poverty	poverty threshold	4
cycle of poverty	rural ghetto	4
cycle of poverty	social mobility	4
cycle of poverty	theories of poverty	4
cycle of poverty	virtuous circle and vicious circle	4
cycle of poverty	welfare state	4
cycle of poverty	welfare trap	4
cycle of poverty	welfare's effect on poverty	4
cycle of poverty	working poor	4
adaptive management	conservation biology	3
adaptive management	decision cycle	3
adaptive management	decision theory	3
adaptive management	ecology	3
adaptive management	fisheries	3
adaptive management	forestry	3
adaptive management	learning cycle	3
adaptive management	operations research	3
adaptive management	optimization (mathematics)	3
adaptive management	silviculture	3
subsumption architecture	agent architecture	3
subsumption architecture	cognitive architecture	3
subsumption architecture	emergent behavior	3
subsumption architecture	hierarchical control system	3
subsumption architecture	mibe architecture	3
subsumption architecture	robotic paradigm	3
subsumption architecture	scruffies	3
hybrid system	hybrid automaton	3
hybrid system	sliding mode control	3
hybrid system	variable structure system	3
hybrid system	variable structure control	3
hybrid system	joint spectral radius	3
hybrid system	cyber-physical system	3
hybrid system	behavior trees (artificial intelligence, robotics and control)	3
hybrid system	jump process	3
hybrid system	probability	3
hybrid system	piecewise-deterministic markov process	3
hybrid system	jump diffusion	3
hybrid system	hybrid systems visual modeler	3
causal loop diagram	bayesian network	4
causal loop diagram	directed acyclic graph	4
causal loop diagram	negative feedback	4
causal loop diagram	path analysis (statistics)	4
causal loop diagram	positive feedback	4
causal loop diagram	system dynamics	4
catch-22 (logic)	begging the question	4
catch-22 (logic)	circular reasoning	4
catch-22 (logic)	cornelian dilemma	4
catch-22 (logic)	deadlock	4
catch-22 (logic)	double bind	4
catch-22 (logic)	false dilemma	4
catch-22 (logic)	feedback loop	4
catch-22 (logic)	hobson's choice	4
catch-22 (logic)	ironic process theory	4
catch-22 (logic)	kobayashi maru	4
catch-22 (logic)	the lady, or the tiger?	4
catch-22 (logic)	morton's fork	4
catch-22 (logic)	mu (negative)	4
catch-22 (logic)	ninety-ninety rule	4
catch-22 (logic)	no-win situation	4
catch-22 (logic)	pyrrhic victory	4
catch-22 (logic)	self-reference	4
catch-22 (logic)	social trap	4
catch-22 (logic)	strange loop	4
catch-22 (logic)	vicious circle	4
catch-22 (logic)	zugzwang	4
silviculture	agroforestry	4
silviculture	coppicing	4
silviculture	dehesa	4
silviculture	ecological thinning	4
silviculture	forest dynamics	4
silviculture	forestry	4
silviculture	forest management	4
silviculture	history of the forest in central europe	4
silviculture	hardwood timber production	4
silviculture	live crown	4
silviculture	natural landscape	4
silviculture	permaculture	4
silviculture	plantations	4
silviculture	seed tree	4
silviculture	selection cutting	4
silviculture	silvology	4
silviculture	sustainable forest management	4
silviculture	world forestry congress	4
piecewise-deterministic markov process	jump diffusion	4
piecewise-deterministic markov process	hybrid system	4
piecewise-deterministic markov process	dynamical system	4
jump process	poisson process	4
jump process	continuous-time markov chain	4
jump process	counting process	4
jump process	interacting particle system	4
jump process	kolmogorov equations (continuous-time markov chains)	4
jump diffusion	jump process	4
jump diffusion	piecewise-deterministic markov process	4
jump diffusion	hybrid system	4
jump diffusion	dynamical system	4
probability	class membership probabilities	4
probability	contingency (philosophy)	4
probability	equiprobability	4
probability	heuristics in judgment and decision-making	4
probability	probability theory	4
probability	randomness	4
probability	statistics	4
probability	estimators	4
probability	estimation theory	4
probability	probability density function	4
probability	pairwise independence	4
probability	balance of probabilities	4
behavior trees (artificial intelligence, robotics and control)	decision tree	4
behavior trees (artificial intelligence, robotics and control)	hybrid system	4
behavior trees (artificial intelligence, robotics and control)	subsumption architecture	4
cyber-physical system	digital twin	4
cyber-physical system	indoor positioning system	4
cyber-physical system	industry 4.0	4
cyber-physical system	intelligent maintenance system	4
cyber-physical system	internet of things	4
cyber-physical system	responsive computer-aided design	4
cyber-physical system	signal-flow graph	4
variable structure control	variable structure system	4
variable structure control	sliding mode control	4
variable structure control	hybrid system	4
variable structure control	nonlinear control	4
variable structure control	robust control	4
variable structure control	optimal control	4
variable structure control	h-bridge	4
variable structure control	switching amplifier	4
variable structure control	delta-sigma modulation	4
variable structure control	pulse-density modulation	4
variable structure control	pulse-width modulation	4
variable structure system	variable structure control	4
variable structure system	sliding mode control	4
variable structure system	hybrid system	4
variable structure system	nonlinear control	4
variable structure system	robust control	4
variable structure system	optimal control	4
variable structure system	h-bridge	4
variable structure system	switching amplifier	4
variable structure system	delta-sigma modulation	4
variable structure system	pulse-density modulation	4
variable structure system	pulse-width modulation	4
sliding mode control	variable structure control	4
sliding mode control	variable structure system	4
sliding mode control	hybrid system	4
sliding mode control	nonlinear control	4
sliding mode control	robust control	4
sliding mode control	optimal control	4
sliding mode control	bang–bang control	4
